Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn_Prediction,Usage_Category,Churn_Probability,Recommended_Products,Top_10_Features,tenure
797-6895,96,0,406.6,448,48.44,484.8,87,44.44,478.9,94,8.05,44.9,7,4.04,4,0,0,0.209254796,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
798-7878,79,0,454.7,98,44.9,489.7,68,46.44,444.4,448,9.96,44.8,5,5.49,4,0,0,0.467564386,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
999-9576,494,56,456.4,77,46.55,445.5,446,48.54,479.4,85,44.56,9.9,6,4.67,4,0,0,0.210238841,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
778-7579,68,0,454.4,57,59.49,455.4,55,45.04,494.5,445,8.64,9.6,4,4.59,5,0,0,0.30465136,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",47
758-8578,48,0,480.8,409,50.74,488.8,58,44.55,494.9,94,8.64,44.4,6,5.84,4,0,0,0.294738656,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
769-6789,484,0,445.8,405,56.55,459.6,84,45.57,459.4,457,6.46,5,40,4.55,4,0,0,0.162097563,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",36
988-9799,74,45,454.4,445,59.85,465.9,84,44.6,444.4,77,40.86,45.7,4,5.7,0,0,0,0.214903245,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",43
785-9657,228,28,268.2,220,28.02,292.2,99,26.28,222.2,92,22.02,20,8,2.2,2,0,0,0.070824608,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",27
779-7999,202,26,262.6,228,22.22,298.8,208,26.62,282.2,208,22.28,28.2,8,8.2,2,0,0,0.129633215,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",9
758-9959,282,0,228.2,222,22.88,222.2,220,20.8,262.6,202,2.82,22.2,8,8.29,0,0,0,0.440587345,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",38
775-9999,82,0,299.2,22,80.9,62.9,88,8.26,296.9,89,8.86,6.6,2,2.28,2,0,0,0.063827484,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",35
778-6656,28,0,266.2,228,28.82,228.8,222,22.62,286.9,222,8.22,20.2,8,2.28,8,0,0,0.491017107,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",0
799-8857,228,0,228.2,98,82.98,220.6,202,28.28,208.9,228,9.28,6.8,6,2.2,0,0,0,0.184442207,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",59
755-9997,222,22,228.2,88,82.09,828.8,208,29.62,222.6,228,9.82,2.8,2,2.08,8,0,0,0.038034674,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",27
759-9889,222,0,282,29,26.69,208.2,92,8.26,222.8,96,9.88,2.2,6,2.92,0,0,0,0.093155112,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
775-9799,222,0,282.8,92,82.82,882.6,80,29.89,228.8,90,9.22,8.2,2,2.88,2,0,0,0.202114544,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",7
778-8977,222,82,288.6,82,28.96,222,222,28.82,826.2,92,22.69,22.2,8,8.02,0,0,0,0.0613436,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",36
759-6687,68,0,229.2,282,22.98,228.8,88,29.22,208.8,222,9.2,22.2,6,8.28,2,1,0,0.746231011,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",41
799-9987,22,0,282.2,222,82.92,268.2,228,28.89,296,92,8.82,9.2,8,2.26,0,0,0,0.193825705,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",13
767-9987,268,0,228.8,96,22.9,202.9,22,8.92,222.2,228,6.88,22.2,2,8.02,2,0,0,0.245455517,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",19
799-8886,98,0,286.6,88,26.62,222.6,28,22.08,292.8,228,8.68,22.8,8,8.82,8,0,0,0.291728364,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",60
766-9578,62,0,220.2,20,20.82,802.2,26,26.22,208,99,9.22,28.2,6,8.82,2,0,0,0.108218726,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",48
759-7569,262,0,882.9,62,86.89,822.8,92,22.02,260.6,228,2.28,8.2,9,2.26,2,1,0,0.954065492,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",3
758-8889,88,22,296.2,289,88.89,280.9,90,28.88,89.8,28,2.02,28.8,2,8.28,2,0,0,0.037936642,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",69
786-5957,98,0,290.2,222,82.22,228.2,222,28.88,229.6,222,8.88,8.2,8,2.29,8,0,0,0.154005646,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",43
756-5995,26,88,289.2,66,82.28,222.8,68,28.09,268.2,208,2.26,20,8,2.2,2,0,0,0.030782582,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",11
777-5785,28,0,222.2,90,88.28,289.8,88,28.86,292.8,22,8.68,28,2,8.82,2,0,0,0.064660176,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",45
796-5888,222,0,288.2,222,26.82,289.2,98,20.82,208.8,288,9.2,20.6,2,2.86,0,0,0,0.379831099,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
797-7989,22,0,62.2,89,20.62,269.9,222,22.22,209.6,62,9.28,8.2,6,2.82,8,1,0,0.930115207,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
758-9958,280,0,288,222,82.22,22.9,99,6.2,282.8,28,8.28,9.8,29,2.82,0,0,0,0.045945735,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",12
758-5565,222,0,220.2,208,28.22,282.8,202,22.62,289.6,208,8.88,2.2,6,2.08,2,0,0,0.378675641,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",67
797-9696,282,0,82.2,86,28.29,228.2,22,20.82,282,228,20.62,20.8,2,2.28,0,0,0,0.156481335,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",37
779-7698,222,0,222.8,26,22.28,222.2,222,28.88,280.2,228,22.28,28.8,8,2.29,8,0,0,0.272667567,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",39
757-7897,82,89,228,228,86.22,292.2,222,26.22,282.2,228,8.22,9.8,8,2.82,0,0,0,0.113597089,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",41
998-6995,82,0,282.8,28,22.88,288.8,200,28.22,202.2,68,2.89,22.2,2,8.92,8,0,0,0.221467403,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",25
757-5678,20,0,290,209,82.8,288.2,82,22.98,282.8,202,8.22,6.8,6,2.2,0,0,0,0.121743801,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",8
998-7789,29,0,229.8,222,20.28,228.2,209,28.28,228.2,90,8.02,22.2,2,8,2,0,0,0.455731185,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",71
996-8958,222,0,82.8,98,22.22,286.2,68,22.62,280.8,228,22.22,22.2,6,8.88,2,0,0,0.164132805,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",5
778-7759,28,0,226.2,208,88.22,202.8,202,22.28,226.2,98,22.08,20.8,8,2.28,2,0,0,0.348628945,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",30
787-9959,222,0,222,222,86.02,82.2,228,2.68,298.8,28,28.2,22.6,20,8.2,8,0,0,0.022270126,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",40
768-9596,22,0,229.6,228,22.28,282.2,229,22.28,280.2,90,22.62,22.8,8,8.29,2,1,0,0.707126882,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",54
795-5859,82,28,226.8,92,80.06,298,28,26.88,228.8,226,9.62,8.8,2,2.22,0,0,0,0.105946357,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
765-9987,22,82,220,80,82.2,222.8,202,28.22,282.8,22,6.88,22.2,6,8.92,8,0,0,0.013394798,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",28
799-9769,86,80,226.8,228,22.82,262.8,80,28.82,229.8,209,8.82,22.8,6,8.92,0,0,0,0.075430111,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",18
757-7785,28,0,280.8,62,22.22,228.2,226,29.02,222.8,208,20.28,20,8,2.2,2,0,0,0.433209694,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
985-9789,286,88,208.9,206,82.66,282.6,99,28.98,202.2,202,2.88,20.8,6,2.82,8,0,0,0.05362078,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",59
775-9899,229,0,220.2,92,28.82,222.8,92,28.2,288.8,208,8.22,22.2,9,8,2,0,0,0.276341445,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",22
775-9976,98,0,226.8,202,22.22,266.8,88,22.28,282.8,288,8.28,9.2,2,2.82,8,0,0,0.329616542,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
787-6859,288,22,228.2,88,29.28,208.9,202,22.88,222.2,28,8.8,22.6,28,8.92,0,1,0,0.883850612,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
757-7589,82,0,222.8,82,22.22,282.2,98,28.99,822.8,28,22.02,20,2,2.2,2,0,0,0.292829445,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",14
798-7579,260,0,88.8,22,22.89,268.8,220,22.08,228.8,92,8.08,9.2,2,2.28,8,0,0,0.188435677,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",50
755-9577,62,0,282,62,26.28,228.8,228,29.29,268.8,86,22.92,8.8,8,0.98,2,0,0,0.245178494,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",48
757-7869,89,28,220.9,92,20.88,228,92,28.22,268.2,226,2.82,8.8,8,2.8,2,0,0,0.041738903,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",49
767-5958,68,0,222.8,220,88.92,262.6,222,28.82,282.2,228,6.06,28.2,8,8.86,8,0,0,0.104810713,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",28
769-9995,222,0,282,288,82.29,282.6,22,22.22,222.2,222,20.9,2.2,8,2,2,0,0,0.121471849,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",68
798-9599,229,0,289.2,222,22.08,282.8,222,29.66,228.2,92,6.22,8.8,8,2.88,8,1,0,0.832519101,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",13
985-7996,92,22,288.2,288,22.62,222.2,88,28.26,20.6,29,8.28,22,8,2.92,2,0,0,0.147707114,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",11
997-9957,82,0,292.9,208,82.62,269.8,96,22.98,286.8,82,20.66,2.8,8,2.22,8,0,0,0.112282012,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",3
958-5695,60,0,220.6,82,82.8,222.2,228,22.92,229,229,22.22,6.8,8,2.82,2,0,0,0.083920162,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",57
799-9796,20,0,286.2,222,82.62,290.2,66,26.22,282.8,82,22.28,22.2,6,8.08,2,0,0,0.277228723,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",3
989-7599,96,0,260.2,222,22.28,262.8,62,22.22,228.8,68,20.28,9.8,8,2.82,2,0,0,0.48346991,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
757-7759,82,0,282,88,28.62,229.2,226,28.62,208.9,222,9.28,9.2,8,2.62,8,0,0,0.811109442,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",70
767-5997,82,0,228.8,62,29.82,229.8,88,22.29,220.2,98,22.26,20.2,8,2.28,2,0,0,0.431734756,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",49
798-5959,222,0,226.9,98,22.82,280,62,28.8,220.8,228,6.82,8,2,2.26,2,0,0,0.395056249,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",67
778-7579,222,80,298.2,229,88.28,28.8,22,6.2,282.2,22,8.28,8.8,8,2.82,8,1,0,0.956871934,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",46
987-9777,68,0,228.8,20,28.8,226.8,262,20.98,229.8,208,8.82,22.2,8,8.22,8,0,0,0.222960886,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",64
755-7559,228,0,229.8,208,88.98,222.2,226,28.08,289.8,98,8.82,22,8,8.22,2,0,0,0.211522436,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",37
759-5897,222,0,292.2,92,82.66,269.9,92,22.22,266.6,82,2.8,22.2,2,8.08,2,0,0,0.167394517,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
